Слово,Словарь тихонова,Словарь CrossLexica,POS
багроветь, багр:ROOT/ов:SUFF/е:SUFF/ть:SUFF, багр:ROOT/ов:SUFF/еть:END, VERB
нарезать, на:PREF/рез:ROOT/а:SUFF/ть:SUFF, на:PREF/рез:ROOT/ать:END, VERB
вырезать, вы:PREF/рез:ROOT/а:SUFF/ть:SUFF, вы:PREF/рез:ROOT/ать:END, VERB
побрести, по:PREF/брес:ROOT/ти:SUFF, по:PREF/брес:ROOT/ти:END, VERB
вжиться, в:PREF/жи:ROOT/ть:SUFF/ся:POSTFIX, в:PREF/жи:ROOT/ть:END/ся:POSTFIX, VERB
убрести, у:PREF/брес:ROOT/ти:SUFF, у:PREF/брес:ROOT/ти:END, VERB
усматривать, у:PREF/сматр:ROOT/ива:SUFF/ть:SUFF, у:PREF/сматр:ROOT/ив:SUFF/ать:END, VERB
сброситься, с:PREF/брос:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, с:PREF/брос:ROOT/ить:END/ся:POSTFIX, VERB
умолкать, у:PREF/молк:ROOT/а:SUFF/ть:SUFF, у:PREF/молк:ROOT/ать:END, VERB
ослеплять, о:PREF/слепл:ROOT/я:SUFF/ть:SUFF, о:PREF/слепл:ROOT/ять:END, VERB
приравнивать, при:PREF/равн:ROOT/ива:SUFF/ть:SUFF, при:PREF/равн:ROOT/ив:SUFF/ать:END, VERB
приклоняться, при:PREF/клон:ROOT/я:SUFF/ть:SUFF/ся:POSTFIX, при:PREF/клон:ROOT/ять:END/ся:POSTFIX, VERB
отдыхать, отдых:ROOT/а:SUFF/ть:SUFF, от:PREF/дых:ROOT/ать:END, VERB
выдвигаться, вы:PREF/двиг:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, вы:PREF/двиг:ROOT/ать:END/ся:POSTFIX, VERB
подтверждать, подтвержд:ROOT/а:SUFF/ть:SUFF, под:PREF/твержд:ROOT/ать:END, VERB
отбегать, от:PREF/бег:ROOT/а:SUFF/ть:SUFF, от:PREF/бег:ROOT/ать:END, VERB
пробелиться, про:PREF/бел:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, про:PREF/бел:ROOT/ить:END/ся:POSTFIX, VERB
осветить, о:PREF/свет:ROOT/и:SUFF/ть:SUFF, о:PREF/свет:ROOT/ить:END, VERB
сзывать, с:PREF/зыв:ROOT/а:SUFF/ть:SUFF, с:PREF/зыв:ROOT/ать:END, VERB
перемешать, пере:PREF/меш:ROOT/а:SUFF/ть:SUFF, пере:PREF/меш:ROOT/ать:END, VERB
огораживаться, о:PREF/гораж:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, о:PREF/гораж:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
закинуть, за:PREF/ки:ROOT/ну:SUFF/ть:SUFF, за:PREF/кин:ROOT/уть:END, VERB
закруглиться, за:PREF/кругл:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, за:PREF/кругл:ROOT/ить:END/ся:POSTFIX, VERB
помутиться, по:PREF/мут:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, по:PREF/мут:ROOT/ить:END/ся:POSTFIX, VERB
тереть, тер:ROOT/е:SUFF/ть:SUFF, тер:ROOT/еть:END, VERB
переключить, пере:PREF/ключ:ROOT/и:SUFF/ть:SUFF, пере:PREF/ключ:ROOT/ить:END, VERB
западать, за:PREF/пад:ROOT/а:SUFF/ть:SUFF, за:PREF/пад:ROOT/ать:END, VERB
применять, примен:ROOT/я:SUFF/ть:SUFF, при:PREF/мен:ROOT/ять:END, VERB
пробежать, про:PREF/беж:ROOT/а:SUFF/ть:SUFF, про:PREF/беж:ROOT/ать:END, VERB
вступить, в:PREF/ступ:ROOT/и:SUFF/ть:SUFF, в:PREF/ступ:ROOT/ить:END, VERB
забраковать, за:PREF/брак:ROOT/ова:SUFF/ть:SUFF, за:PREF/брак:ROOT/ов:SUFF/ать:END, VERB
прибрести, при:PREF/брес:ROOT/ти:SUFF, при:PREF/брес:ROOT/ти:END, VERB
переговариваться, пере:PREF/говар:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, пере:PREF/говар:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
вваливаться, в:PREF/вал:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, в:PREF/вал:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
обозвать, обо:PREF/зв:ROOT/а:SUFF/ть:SUFF, обо:PREF/зв:ROOT/ать:END, VERB
проследить, про:PREF/след:ROOT/и:SUFF/ть:SUFF, про:PREF/след:ROOT/ить:END, VERB
растолочься, рас:PREF/толочь:ROOT/ся:POSTFIX, рас:PREF/толо:ROOT/чь:END/ся:POSTFIX, VERB
подвинуться, по:PREF/дви:ROOT/ну:SUFF/ть:SUFF/ся:POSTFIX, по:PREF/дви:ROOT/н:SUFF/уть:END/ся:POSTFIX, VERB
ответвляться, от:PREF/ветвл:ROOT/я:SUFF/ть:SUFF/ся:POSTFIX, от:PREF/ветвл:ROOT/ять:END/ся:POSTFIX, VERB
рассматриваться, рас:PREF/сматр:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, рас:PREF/сматр:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
бурчать, бурч:ROOT/а:SUFF/ть:SUFF, бурч:ROOT/ать:END, VERB
подвалиться, под:PREF/вал:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, под:PREF/вал:ROOT/ить:END/ся:POSTFIX, VERB
стачивать, с:PREF/тач:ROOT/ива:SUFF/ть:SUFF, с:PREF/тач:ROOT/ив:SUFF/ать:END, VERB
прокалывать, про:PREF/кал:ROOT/ыва:SUFF/ть:SUFF, про:PREF/кал:ROOT/ыв:SUFF/ать:END, VERB
отобрать, ото:PREF/бр:ROOT/а:SUFF/ть:SUFF, ото:PREF/бр:ROOT/ать:END, VERB
насыпать, на:PREF/сып:ROOT/а:SUFF/ть:SUFF, на:PREF/сып:ROOT/ать:END, VERB
вступать, в:PREF/ступ:ROOT/а:SUFF/ть:SUFF, в:PREF/ступ:ROOT/ать:END, VERB
означать, о:PREF/знач:ROOT/а:SUFF/ть:SUFF, о:PREF/знач:ROOT/ать:END, VERB
перекидать, пере:PREF/кид:ROOT/а:SUFF/ть:SUFF, пере:PREF/кид:ROOT/ать:END, VERB
бренчать, бренч:ROOT/а:SUFF/ть:SUFF, бренч:ROOT/ать:END, VERB
постареть, по:PREF/стар:ROOT/е:SUFF/ть:SUFF, по:PREF/стар:ROOT/еть:END, VERB
заблуждаться, за:PREF/блужд:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, за:PREF/блужд:ROOT/ать:END/ся:POSTFIX, VERB
народиться, на:PREF/род:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, на:PREF/род:ROOT/ить:END/ся:POSTFIX, VERB
заболачиваться, за:PREF/болач:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, за:PREF/болач:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
ассистировать, ассист:ROOT/ир:SUFF/ова:SUFF/ть:SUFF, ассист:ROOT/ир:SUFF/ов:SUFF/ать:END, VERB
дойти, до:PREF/й:ROOT/ти:SUFF, до:PREF/й:ROOT/ти:END, VERB
перебинтоваться, пере:PREF/бинт:ROOT/ова:SUFF/ть:SUFF/ся:POSTFIX, пере:PREF/бинт:ROOT/ов:SUFF/ать:END/ся:POSTFIX, VERB
посидеть, по:PREF/сид:ROOT/е:SUFF/ть:SUFF, по:PREF/сид:ROOT/еть:END, VERB
заостряться, за:PREF/остр:ROOT/я:SUFF/ть:SUFF/ся:POSTFIX, за:PREF/остр:ROOT/ять:END/ся:POSTFIX, VERB
похвалить, по:PREF/хвал:ROOT/и:SUFF/ть:SUFF, по:PREF/хвал:ROOT/ить:END, VERB
капать, кап:ROOT/а:SUFF/ть:SUFF, кап:ROOT/ать:END, VERB
оставить, оста:ROOT/в:SUFF/и:SUFF/ть:SUFF, о:PREF/став:ROOT/ить:END, VERB
заселить, за:PREF/сел:ROOT/и:SUFF/ть:SUFF, за:PREF/сел:ROOT/ить:END, VERB
платить, плат:ROOT/и:SUFF/ть:SUFF, плат:ROOT/ить:END, VERB
сниматься, сним:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, с:PREF/ним:ROOT/ать:END/ся:POSTFIX, VERB
вздевать, вз:PREF/де:ROOT/ва:SUFF/ть:SUFF, вз:PREF/де:ROOT/ва:SUFF/ть:END, VERB
отбеливаться, от:PREF/бел:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, от:PREF/бел:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
перебрасывать, пере:PREF/брас:ROOT/ыва:SUFF/ть:SUFF, пере:PREF/брас:ROOT/ыв:SUFF/ать:END, VERB
раскачивать, рас:PREF/кач:ROOT/ива:SUFF/ть:SUFF, рас:PREF/кач:ROOT/ив:SUFF/ать:END, VERB
вывертываться, вы:PREF/верт:ROOT/ыва:SUFF/ть:SUFF/ся:POSTFIX, вы:PREF/верт:ROOT/ыв:SUFF/ать:END/ся:POSTFIX, VERB
выравнивать, вы:PREF/равн:ROOT/ива:SUFF/ть:SUFF, вы:PREF/равн:ROOT/ив:SUFF/ать:END, VERB
вталкиваться, в:PREF/талк:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, в:PREF/талк:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
заплатить, за:PREF/плат:ROOT/и:SUFF/ть:SUFF, за:PREF/плат:ROOT/ить:END, VERB
обмыть, об:PREF/мы:ROOT/ть:SUFF, об:PREF/мы:ROOT/ть:END, VERB
восставать, вос:PREF/ста:ROOT/ва:SUFF/ть:SUFF, вос:PREF/став:ROOT/ать:END, VERB
усмотреть, у:PREF/смотр:ROOT/е:SUFF/ть:SUFF, у:PREF/смотр:ROOT/еть:END, VERB
погрузить, по:PREF/груз:ROOT/и:SUFF/ть:SUFF, по:PREF/груз:ROOT/ить:END, VERB
подкалывать, под:PREF/кал:ROOT/ыва:SUFF/ть:SUFF, под:PREF/кал:ROOT/ыв:SUFF/ать:END, VERB
довариваться, до:PREF/вар:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, до:PREF/вар:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
очиститься, о:PREF/чист:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, о:PREF/чист:ROOT/ить:END/ся:POSTFIX, VERB
разлюбить, раз:PREF/люб:ROOT/и:SUFF/ть:SUFF, раз:PREF/люб:ROOT/ить:END, VERB
подбрести, под:PREF/брес:ROOT/ти:SUFF, под:PREF/брес:ROOT/ти:END, VERB
упадать, у:PREF/пад:ROOT/а:SUFF/ть:SUFF, у:PREF/пад:ROOT/ать:END, VERB
переплывать, пере:PREF/плы:ROOT/ва:SUFF/ть:SUFF, пере:PREF/плыв:ROOT/ать:END, VERB
чесать, чес:ROOT/а:SUFF/ть:SUFF, чес:ROOT/ать:END, VERB
выдумать, вы:PREF/дум:ROOT/а:SUFF/ть:SUFF, вы:PREF/дум:ROOT/ать:END, VERB
величать, велич:ROOT/а:SUFF/ть:SUFF, велич:ROOT/ать:END, VERB
обогащать, о:PREF/богащ:ROOT/а:SUFF/ть:SUFF, о:PREF/бог:ROOT/ащ:SUFF/ать:END, VERB
выследить, вы:PREF/след:ROOT/и:SUFF/ть:SUFF, вы:PREF/след:ROOT/ить:END, VERB
исполниться, ис:PREF/полн:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, ис:PREF/полн:ROOT/ить:END/ся:POSTFIX, VERB
уснуть, у:PREF/с:ROOT/ну:SUFF/ть:SUFF, у:PREF/сн:ROOT/уть:END, VERB
внимать, вним:ROOT/а:SUFF/ть:SUFF, в:PREF/ним:ROOT/ать:END, VERB
обряжаться, об:PREF/ряж:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, об:PREF/ряж:ROOT/ать:END/ся:POSTFIX, VERB
убирать, у:PREF/бир:ROOT/а:SUFF/ть:SUFF, у:PREF/бир:ROOT/ать:END, VERB
опухать, о:PREF/пух:ROOT/а:SUFF/ть:SUFF, о:PREF/пух:ROOT/ать:END, VERB
перетянуть, пере:PREF/тя:ROOT/ну:SUFF/ть:SUFF, пере:PREF/тя:ROOT/н:SUFF/уть:END, VERB
выбыть, вы:PREF/бы:ROOT/ть:SUFF, вы:PREF/бы:ROOT/ть:END, VERB
осложнять, о:PREF/сложн:ROOT/я:SUFF/ть:SUFF, о:PREF/с:SUFF/лож:ROOT/н:SUFF/ять:END, VERB
допекать, до:PREF/пек:ROOT/а:SUFF/ть:SUFF, до:PREF/пек:ROOT/ать:END, VERB
кончить, конч:ROOT/и:SUFF/ть:SUFF, конч:ROOT/ить:END, VERB
откусить, от:PREF/кус:ROOT/и:SUFF/ть:SUFF, от:PREF/кус:ROOT/ить:END, VERB
оболгать, обо:PREF/лг:ROOT/а:SUFF/ть:SUFF, обо:PREF/лг:ROOT/ать:END, VERB
подбелить, под:PREF/бел:ROOT/и:SUFF/ть:SUFF, под:PREF/бел:ROOT/ить:END, VERB
голосить, голос:ROOT/и:SUFF/ть:SUFF, голос:ROOT/ить:END, VERB
обсудить, об:PREF/суд:ROOT/и:SUFF/ть:SUFF, об:PREF/суд:ROOT/ить:END, VERB
перетягиваться, пере:PREF/тяг:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, пере:PREF/тяг:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
доваривать, до:PREF/вар:ROOT/ива:SUFF/ть:SUFF, до:PREF/вар:ROOT/ив:SUFF/ать:END, VERB
отмыть, от:PREF/мы:ROOT/ть:SUFF, от:PREF/мы:ROOT/ть:END, VERB
отчалить, от:PREF/чал:ROOT/и:SUFF/ть:SUFF, от:PREF/чал:ROOT/ить:END, VERB
выкрасить, вы:PREF/крас:ROOT/и:SUFF/ть:SUFF, вы:PREF/крас:ROOT/ить:END, VERB
додумываться, до:PREF/дум:ROOT/ыва:SUFF/ть:SUFF/ся:POSTFIX, до:PREF/дум:ROOT/ыв:SUFF/ать:END/ся:POSTFIX, VERB
раздумать, раз:PREF/дум:ROOT/а:SUFF/ть:SUFF, раз:PREF/дум:ROOT/ать:END, VERB
выбывать, вы:PREF/бы:ROOT/ва:SUFF/ть:SUFF, вы:PREF/бы:ROOT/ва:SUFF/ть:END, VERB
обоготворить, о:PREF/боготвор:ROOT/и:SUFF/ть:SUFF, о:PREF/боготвор:ROOT/ить:END, VERB
снизиться, с:PREF/низ:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, с:PREF/низ:ROOT/ить:END/ся:POSTFIX, VERB
извозиться, из:PREF/воз:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, из:PREF/воз:ROOT/ить:END/ся:POSTFIX, VERB
продвигаться, про:PREF/двиг:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, про:PREF/двиг:ROOT/ать:END/ся:POSTFIX, VERB
завариться, за:PREF/вар:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, за:PREF/вар:ROOT/ить:END/ся:POSTFIX, VERB
осуждаться, о:PREF/сужд:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, о:PREF/сужд:ROOT/ать:END/ся:POSTFIX, VERB
осесть, о:PREF/сес:ROOT/ть:SUFF, о:PREF/сес:ROOT/ть:END, VERB
вышивать, вы:PREF/ши:ROOT/ва:SUFF/ть:SUFF, вы:PREF/шив:ROOT/ать:END, VERB
отразить, отраз:ROOT/и:SUFF/ть:SUFF, от:PREF/раз:ROOT/ить:END, VERB
скупать, с:PREF/куп:ROOT/а:SUFF/ть:SUFF, с:PREF/куп:ROOT/ать:END, VERB
потравить, по:PREF/трав:ROOT/и:SUFF/ть:SUFF, по:PREF/трав:ROOT/ить:END, VERB
просадить, про:PREF/сад:ROOT/и:SUFF/ть:SUFF, про:PREF/сад:ROOT/ить:END, VERB
допускаться, до:PREF/пуск:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, до:PREF/пуск:ROOT/ать:END/ся:POSTFIX, VERB
вдоветь, вдов:ROOT/е:SUFF/ть:SUFF, вдов:ROOT/еть:END, VERB
обхватывать, об:PREF/хват:ROOT/ыва:SUFF/ть:SUFF, об:PREF/хват:ROOT/ыв:SUFF/ать:END, VERB
вбивать, в:PREF/би:ROOT/ва:SUFF/ть:SUFF, в:PREF/би:ROOT/ва:SUFF/ть:END, VERB
завязывать, за:PREF/вяз:ROOT/ыва:SUFF/ть:SUFF, за:PREF/вяз:ROOT/ыв:SUFF/ать:END, VERB
признаваться, призна:ROOT/ва:SUFF/ть:SUFF/ся:POSTFIX, при:PREF/зн:ROOT/ав:SUFF/ать:END/ся:POSTFIX, VERB
замерзнуть, за:PREF/мерз:ROOT/ну:SUFF/ть:SUFF, за:PREF/мерз:ROOT/н:SUFF/уть:END, VERB
расходиться, рас:PREF/ход:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, рас:PREF/ход:ROOT/ить:END/ся:POSTFIX, VERB
побить, по:PREF/би:ROOT/ть:SUFF, по:PREF/би:ROOT/ть:END, VERB
оттягиваться, от:PREF/тяг:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, от:PREF/тяг:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
начиститься, на:PREF/чист:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, на:PREF/чист:ROOT/ить:END/ся:POSTFIX, VERB
пробирать, про:PREF/бир:ROOT/а:SUFF/ть:SUFF, про:PREF/бир:ROOT/ать:END, VERB
натолкнуть, на:PREF/толк:ROOT/ну:SUFF/ть:SUFF, на:PREF/толк:ROOT/н:SUFF/уть:END, VERB
накрутить, на:PREF/крут:ROOT/и:SUFF/ть:SUFF, на:PREF/крут:ROOT/ить:END, VERB
увешиваться, у:PREF/веш:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, у:PREF/веш:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
перевариться, пере:PREF/вар:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, пере:PREF/вар:ROOT/ить:END/ся:POSTFIX, VERB
прибыть, при:PREF/бы:ROOT/ть:SUFF, при:PREF/бы:ROOT/ть:END, VERB
вычленять, вы:PREF/член:ROOT/я:SUFF/ть:SUFF, вы:PREF/член:ROOT/ять:END, VERB
оценить, о:PREF/цен:ROOT/и:SUFF/ть:SUFF, о:PREF/цен:ROOT/ить:END, VERB
потягиваться, по:PREF/тяг:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, по:PREF/тяг:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
толкнуть, толк:ROOT/ну:SUFF/ть:SUFF, толкн:ROOT/уть:END, VERB
отгородить, от:PREF/город:ROOT/и:SUFF/ть:SUFF, от:PREF/город:ROOT/ить:END, VERB
взрезаться, вз:PREF/рез:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, вз:PREF/рез:ROOT/ать:END/ся:POSTFIX, VERB
подливаться, под:PREF/ли:ROOT/ва:SUFF/ть:SUFF/ся:POSTFIX, под:PREF/лив:ROOT/ать:END/ся:POSTFIX, VERB
прозреть, про:PREF/зр:ROOT/е:SUFF/ть:SUFF, про:PREF/зр:ROOT/еть:END, VERB
перестроиться, пере:PREF/стро:ROOT/и:SUFF/ть:SUFF/ся:POSTFIX, пере:PREF/стро:ROOT/ить:END/ся:POSTFIX, VERB
взломать, вз:PREF/лом:ROOT/а:SUFF/ть:SUFF, вз:PREF/лом:ROOT/ать:END, VERB
прошить, про:PREF/ши:ROOT/ть:SUFF, про:PREF/ши:ROOT/ть:END, VERB
заставать, заста:ROOT/ва:SUFF/ть:SUFF, за:PREF/став:ROOT/ать:END, VERB
предсказываться, пред:PREF/сказ:ROOT/ыва:SUFF/ть:SUFF/ся:POSTFIX, пред:PREF/сказ:ROOT/ыв:SUFF/ать:END/ся:POSTFIX, VERB
заактировать, за:PREF/акт:ROOT/ир:SUFF/ова:SUFF/ть:SUFF, за:PREF/акт:ROOT/ир:SUFF/ов:SUFF/ать:END, VERB
прохлаждаться, про:PREF/хлажд:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, про:PREF/хлажд:ROOT/ать:END/ся:POSTFIX, VERB
выкупаться, вы:PREF/куп:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, вы:PREF/куп:ROOT/ать:END/ся:POSTFIX, VERB
прибедняться, при:PREF/бедн:ROOT/я:SUFF/ть:SUFF/ся:POSTFIX, при:PREF/бед:ROOT/н:SUFF/ять:END/ся:POSTFIX, VERB
обставить, об:PREF/став:ROOT/и:SUFF/ть:SUFF, об:PREF/став:ROOT/ить:END, VERB
намерзнуть, на:PREF/мерз:ROOT/ну:SUFF/ть:SUFF, на:PREF/мерз:ROOT/н:SUFF/уть:END, VERB
довести, до:PREF/вес:ROOT/ти:SUFF, до:PREF/вес:ROOT/ти:END, VERB
отчислить, от:PREF/числ:ROOT/и:SUFF/ть:SUFF, от:PREF/числ:ROOT/ить:END, VERB
сберегать, с:PREF/берег:ROOT/а:SUFF/ть:SUFF, с:PREF/берег:ROOT/ать:END, VERB
перебинтовать, пере:PREF/бинт:ROOT/ова:SUFF/ть:SUFF, пере:PREF/бинт:ROOT/ов:SUFF/ать:END, VERB
разогнать, разо:PREF/гн:ROOT/а:SUFF/ть:SUFF, разо:PREF/гн:ROOT/ать:END, VERB
отправляться, отправл:ROOT/я:SUFF/ть:SUFF/ся:POSTFIX, от:PREF/правл:ROOT/ять:END/ся:POSTFIX, VERB
высказывать, вы:PREF/сказ:ROOT/ыва:SUFF/ть:SUFF, вы:PREF/сказ:ROOT/ыв:SUFF/ать:END, VERB
проломать, про:PREF/лом:ROOT/а:SUFF/ть:SUFF, про:PREF/лом:ROOT/ать:END, VERB
разбиваться, раз:PREF/би:ROOT/ва:SUFF/ть:SUFF/ся:POSTFIX, раз:PREF/би:ROOT/ва:SUFF/ть:END/ся:POSTFIX, VERB
прерываться, пре:PREF/рыв:ROOT/а:SUFF/ть:SUFF/ся:POSTFIX, пре:PREF/рыв:ROOT/ать:END/ся:POSTFIX, VERB
оглядеться, о:PREF/гляд:ROOT/е:SUFF/ть:SUFF/ся:POSTFIX, о:PREF/гляд:ROOT/еть:END/ся:POSTFIX, VERB
отсчитать, от:PREF/счит:ROOT/а:SUFF/ть:SUFF, от:PREF/с:SUFF/чит:ROOT/ать:END, VERB
приписать, при:PREF/пис:ROOT/а:SUFF/ть:SUFF, при:PREF/пис:ROOT/ать:END, VERB
упечься, у:PREF/печь:ROOT/ся:POSTFIX, у:PREF/пе:ROOT/чь:END/ся:POSTFIX, VERB
прослушивать, про:PREF/слуш:ROOT/ива:SUFF/ть:SUFF, про:PREF/слуш:ROOT/ив:SUFF/ать:END, VERB
пускать, пуск:ROOT/а:SUFF/ть:SUFF, пуск:ROOT/ать:END, VERB
отпиливать, от:PREF/пил:ROOT/ива:SUFF/ть:SUFF, от:PREF/пил:ROOT/ив:SUFF/ать:END, VERB
вдуть, в:PREF/ду:ROOT/ть:SUFF, в:PREF/ду:ROOT/ть:END, VERB
поострить, по:PREF/остр:ROOT/и:SUFF/ть:SUFF, по:PREF/остр:ROOT/ить:END, VERB
перерабатывать, пере:PREF/рабат:ROOT/ыва:SUFF/ть:SUFF, пере:PREF/рабат:ROOT/ыв:SUFF/ать:END, VERB
пронять, проня:ROOT/ть:SUFF, про:PREF/н:ROOT/ять:END, VERB
подсаживать, под:PREF/саж:ROOT/ива:SUFF/ть:SUFF, под:PREF/саж:ROOT/ив:SUFF/ать:END, VERB
втягиваться, в:PREF/тяг:ROOT/ива:SUFF/ть:SUFF/ся:POSTFIX, в:PREF/тяг:ROOT/ив:SUFF/ать:END/ся:POSTFIX, VERB
